state_code,state_name_english,district_code,district_name_english,sub_district_code,sub_district_name_english
1,JAMMU AND KASHMIR,1,ANANTNAG,53,Pahalgam
1,JAMMU AND KASHMIR,1,ANANTNAG,54,Bijbehara
1,JAMMU AND KASHMIR,1,ANANTNAG,55,Anantnag
1,JAMMU AND KASHMIR,1,ANANTNAG,56,Shangus
1,JAMMU AND KASHMIR,1,ANANTNAG,57,Kokernag
1,JAMMU AND KASHMIR,1,ANANTNAG,58,Dooru
1,JAMMU AND KASHMIR,1,ANANTNAG,6816,Shahbad Bala
1,JAMMU AND KASHMIR,1,ANANTNAG,6817,Qazigund
1,JAMMU AND KASHMIR,1,ANANTNAG,6818,Sallar
1,JAMMU AND KASHMIR,1,ANANTNAG,6819,Srigufwara
1,JAMMU AND KASHMIR,1,ANANTNAG,6820,Larnoo
1,JAMMU AND KASHMIR,1,ANANTNAG,6822,Anantnag East
1,JAMMU AND KASHMIR,2,Budgam,4,Khag
1,JAMMU AND KASHMIR,2,Budgam,5,Beerwah
1,JAMMU AND KASHMIR,2,Budgam,6,Khansahib
1,JAMMU AND KASHMIR,2,Budgam,7,Budgam
1,JAMMU AND KASHMIR,2,Budgam,8,Chadoora
1,JAMMU AND KASHMIR,2,Budgam,9,Charar- E- Shrief
1,JAMMU AND KASHMIR,2,Budgam,6813,Narbal
1,JAMMU AND KASHMIR,2,Budgam,6814,Magam
1,JAMMU AND KASHMIR,2,Budgam,6815,BK Pora
1,JAMMU AND KASHMIR,3,BARAMULLA,32,Sopore
1,JAMMU AND KASHMIR,3,BARAMULLA,33,Rafiabad
1,JAMMU AND KASHMIR,3,BARAMULLA,34,Pattan
1,JAMMU AND KASHMIR,3,BARAMULLA,35,Baramulla
1,JAMMU AND KASHMIR,5,JAMMU,80,Ranbir Singh Pura
1,JAMMU AND KASHMIR,5,JAMMU,81,Bishnah
1,JAMMU AND KASHMIR,5,JAMMU,6701,Jourian
1,JAMMU AND KASHMIR,5,JAMMU,6702,Maira Mandrian
1,JAMMU AND KASHMIR,5,JAMMU,6703,Chowki Choura
1,JAMMU AND KASHMIR,5,JAMMU,6704,Kharah Balli
1,JAMMU AND KASHMIR,5,JAMMU,6705,Pargwal
1,JAMMU AND KASHMIR,5,JAMMU,6706,Jammu South
1,JAMMU AND KASHMIR,5,JAMMU,6707,Bahu
1,JAMMU AND KASHMIR,5,JAMMU,6708,Jammu North
1,JAMMU AND KASHMIR,5,JAMMU,6709,Bhalwal
1,JAMMU AND KASHMIR,5,JAMMU,6711,Nagrota
1,JAMMU AND KASHMIR,5,JAMMU,6712,Dansal
1,JAMMU AND KASHMIR,5,JAMMU,6713,Mandal
1,JAMMU AND KASHMIR,5,JAMMU,6714,Khour
1,JAMMU AND KASHMIR,5,JAMMU,6715,Marh
1,JAMMU AND KASHMIR,5,JAMMU,6716,Suchetgarh
1,JAMMU AND KASHMIR,5,JAMMU,6717,Arnia
1,JAMMU AND KASHMIR,5,JAMMU,6718,Jammu West
1,JAMMU AND KASHMIR,7,KATHUA,27,Billawar
1,JAMMU AND KASHMIR,7,KATHUA,28,Basohli
1,JAMMU AND KASHMIR,7,KATHUA,29,Bani
1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua
1,JAMMU AND KASHMIR,624,SAMBA,6719,Rajpura
1,JAMMU AND KASHMIR,624,SAMBA,6720,Bari Brahamana
1,JAMMU AND KASHMIR,624,SAMBA,6721,Ghagwal
1,JAMMU AND KASHMIR,624,SAMBA,6722,Vijaypur
1,JAMMU AND KASHMIR,624,SAMBA,6724,Ramgarh
1,JAMMU AND KASHMIR,625,SHOPIAN,52,Shopian
1,JAMMU AND KASHMIR,625,SHOPIAN,6091,Keller
1,JAMMU AND KASHMIR,625,SHOPIAN,6092,Keegam
1,JAMMU AND KASHMIR,625,SHOPIAN,6797,Zainapora
1,JAMMU AND KASHMIR,625,SHOPIAN,6798,Barbugh
1,JAMMU AND KASHMIR,625,SHOPIAN,6799,Chitragam
1,JAMMU AND KASHMIR,625,SHOPIAN,6800,Hermain
1,JAMMU AND KASHMIR,626,GANDERBAL,45,Lar
1,JAMMU AND KASHMIR,626,GANDERBAL,46,Kangan
1,JAMMU AND KASHMIR,626,GANDERBAL,47,Ganderbal
1,JAMMU AND KASHMIR,626,GANDERBAL,6806,Gund
1,JAMMU AND KASHMIR,626,GANDERBAL,6807,Tullamulla Khirbhawani
1,JAMMU AND KASHMIR,626,GANDERBAL,6808,Wakoora
1,JAMMU AND KASHMIR,627,REASI,77,Reasi
1,JAMMU AND KASHMIR,627,REASI,6738,Chassana
1,JAMMU AND KASHMIR,627,REASI,6739,Thuroo
1,JAMMU AND KASHMIR,627,REASI,6740,Arnas
1,JAMMU AND KASHMIR,627,REASI,6741,Katra
1,JAMMU AND KASHMIR,627,REASI,6742,Pouni
1,JAMMU AND KASHMIR,11,PULWAMA,51,Pulwama
1,JAMMU AND KASHMIR,11,PULWAMA,6793,Kakapora
1,JAMMU AND KASHMIR,627,REASI,6744,Bhomag
1,JAMMU AND KASHMIR,627,REASI,6745,Thakrakote
1,JAMMU AND KASHMIR,627,REASI,6850,Mahore
2,HIMACHAL PRADESH,15,BILASPUR,152,Ghumarwin
1,JAMMU AND KASHMIR,11,PULWAMA,6794,Shahoora
1,JAMMU AND KASHMIR,11,PULWAMA,6795,Aripal
1,JAMMU AND KASHMIR,11,PULWAMA,6796,Rajpora
1,JAMMU AND KASHMIR,12,RAJOURI,20,Thana Mandi
1,JAMMU AND KASHMIR,12,RAJOURI,21,Darhal
1,JAMMU AND KASHMIR,12,RAJOURI,22,Rajouri
1,JAMMU AND KASHMIR,12,RAJOURI,24,Kalakote
1,JAMMU AND KASHMIR,12,RAJOURI,25,Nowshera
1,JAMMU AND KASHMIR,12,RAJOURI,26,Sundarbani
1,JAMMU AND KASHMIR,12,RAJOURI,6771,Khawas
1,JAMMU AND KASHMIR,12,RAJOURI,6772,Manjakote
1,JAMMU AND KASHMIR,12,RAJOURI,6773,Qila Darhal
1,JAMMU AND KASHMIR,12,RAJOURI,6774,Laroka
1,JAMMU AND KASHMIR,12,RAJOURI,6775,Taryath
1,JAMMU AND KASHMIR,12,RAJOURI,6776,Beri Pattan
1,JAMMU AND KASHMIR,12,RAJOURI,6777,Siot
1,JAMMU AND KASHMIR,12,RAJOURI,6851,Koteranka
1,JAMMU AND KASHMIR,13,SRINAGAR,43,Srinagar (North)
1,JAMMU AND KASHMIR,13,SRINAGAR,44,Srinagar (South)
1,JAMMU AND KASHMIR,13,SRINAGAR,6801,Khanyar
1,JAMMU AND KASHMIR,13,SRINAGAR,6802,Channapora
1,JAMMU AND KASHMIR,13,SRINAGAR,6803,Eidgah
1,JAMMU AND KASHMIR,13,SRINAGAR,6804,Panthachowk
1,JAMMU AND KASHMIR,13,SRINAGAR,6805,Srinagar Central
1,JAMMU AND KASHMIR,14,UDHAMPUR,72,Udhampur
1,JAMMU AND KASHMIR,14,UDHAMPUR,73,Chenani
1,JAMMU AND KASHMIR,14,UDHAMPUR,74,Ramnagar
1,JAMMU AND KASHMIR,3,BARAMULLA,36,Kreeri
1,JAMMU AND KASHMIR,3,BARAMULLA,37,Uri
1,JAMMU AND KASHMIR,3,BARAMULLA,38,Boniyar
1,JAMMU AND KASHMIR,3,BARAMULLA,39,Tangmarg
1,JAMMU AND KASHMIR,3,BARAMULLA,6823,Wagoora
1,JAMMU AND KASHMIR,3,BARAMULLA,6824,Danghiwacha
1,JAMMU AND KASHMIR,3,BARAMULLA,6825,Watergam
1,JAMMU AND KASHMIR,3,BARAMULLA,6826,Zaingeer
1,JAMMU AND KASHMIR,3,BARAMULLA,6827,Dangarpora
1,JAMMU AND KASHMIR,3,BARAMULLA,6828,Khoie
1,JAMMU AND KASHMIR,3,BARAMULLA,6829,Kawarhama
1,JAMMU AND KASHMIR,3,BARAMULLA,6830,Kunzar
1,JAMMU AND KASHMIR,3,BARAMULLA,7202,Narvaw
1,JAMMU AND KASHMIR,3,BARAMULLA,7204,Singhpora
1,JAMMU AND KASHMIR,4,DODA,62,Doda
1,JAMMU AND KASHMIR,4,DODA,63,Thathri
1,JAMMU AND KASHMIR,4,DODA,65,Bhaderwah
1,JAMMU AND KASHMIR,4,DODA,6746,Bharath Bagla
1,JAMMU AND KASHMIR,4,DODA,6747,Bhagwah
1,JAMMU AND KASHMIR,4,DODA,6748,Kashtigarh
1,JAMMU AND KASHMIR,4,DODA,6749,Gundna
1,JAMMU AND KASHMIR,4,DODA,6750,Mohalla
1,JAMMU AND KASHMIR,4,DODA,6751,Marmat
1,JAMMU AND KASHMIR,4,DODA,6752,Assar
1,JAMMU AND KASHMIR,4,DODA,6753,Bhalessa
1,JAMMU AND KASHMIR,4,DODA,6754,Chilly Pingal
1,JAMMU AND KASHMIR,4,DODA,6755,Bhalla
1,JAMMU AND KASHMIR,4,DODA,6756,Kahara
1,JAMMU AND KASHMIR,4,DODA,6757,Phigsoo
1,JAMMU AND KASHMIR,4,DODA,6758,Chiralla
1,JAMMU AND KASHMIR,4,DODA,7203,Bhella
1,JAMMU AND KASHMIR,5,JAMMU,78,Akhnoor
1,JAMMU AND KASHMIR,5,JAMMU,79,Jammu
2,HIMACHAL PRADESH,17,HAMIRPUR,141,Nadaun
2,HIMACHAL PRADESH,17,HAMIRPUR,142,Galore
2,HIMACHAL PRADESH,17,HAMIRPUR,143,Hamirpur
2,HIMACHAL PRADESH,17,HAMIRPUR,144,Barsar
2,HIMACHAL PRADESH,17,HAMIRPUR,145,Dhatwal
2,HIMACHAL PRADESH,17,HAMIRPUR,146,Bhoranj
2,HIMACHAL PRADESH,17,HAMIRPUR,6883,Tauni Devi Bamson
2,HIMACHAL PRADESH,16,CHAMBA,83,Pangi
2,HIMACHAL PRADESH,16,CHAMBA,84,Churah
2,HIMACHAL PRADESH,16,CHAMBA,85,Saluni
2,HIMACHAL PRADESH,16,CHAMBA,86,Bhalai
2,HIMACHAL PRADESH,16,CHAMBA,87,Dalhousie
2,HIMACHAL PRADESH,16,CHAMBA,88,Bhattiyat
2,HIMACHAL PRADESH,16,CHAMBA,89,Sihunta
2,HIMACHAL PRADESH,16,CHAMBA,90,Chamba
1,JAMMU AND KASHMIR,7,KATHUA,31,Hiranagar
1,JAMMU AND KASHMIR,7,KATHUA,6725,Mahanpur
1,JAMMU AND KASHMIR,7,KATHUA,6726,Dinga Amb
1,JAMMU AND KASHMIR,7,KATHUA,6727,Nagri
1,JAMMU AND KASHMIR,7,KATHUA,6728,Ramkote
1,JAMMU AND KASHMIR,7,KATHUA,6729,Lohai Malhar
1,JAMMU AND KASHMIR,7,KATHUA,6731,Marheen
1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara
1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara
1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah
1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran
1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora
1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam
1,JAMMU AND KASHMIR,8,KUPWARA,6785,Machil
1,JAMMU AND KASHMIR,8,KUPWARA,6786,Drugmulla
1,JAMMU AND KASHMIR,8,KUPWARA,6787,Ramhal
1,JAMMU AND KASHMIR,8,KUPWARA,6788,Qaziabad
1,JAMMU AND KASHMIR,8,KUPWARA,6789,Langate
1,JAMMU AND KASHMIR,8,KUPWARA,6790,Zachaldara
1,JAMMU AND KASHMIR,8,KUPWARA,6791,Lolab
1,JAMMU AND KASHMIR,8,KUPWARA,6792,Lalpora
1,JAMMU AND KASHMIR,8,KUPWARA,7205,Qalamabad
1,JAMMU AND KASHMIR,8,KUPWARA,7206,Villgam
1,JAMMU AND KASHMIR,10,POONCH,16,Haveli
1,JAMMU AND KASHMIR,10,POONCH,17,Mandi
1,JAMMU AND KASHMIR,10,POONCH,18,Mendhar
1,JAMMU AND KASHMIR,10,POONCH,19,Surankote
1,JAMMU AND KASHMIR,10,POONCH,6778,Balakote
1,JAMMU AND KASHMIR,10,POONCH,6779,Mankote
1,JAMMU AND KASHMIR,11,PULWAMA,48,Pampore
1,JAMMU AND KASHMIR,11,PULWAMA,49,Awantipora
1,JAMMU AND KASHMIR,11,PULWAMA,50,Tral
2,HIMACHAL PRADESH,18,KANGRA,96,Jawali
2,HIMACHAL PRADESH,18,KANGRA,97,Harchakian
2,HIMACHAL PRADESH,18,KANGRA,98,Shahpur
2,HIMACHAL PRADESH,18,KANGRA,99,Dharmsala
2,HIMACHAL PRADESH,18,KANGRA,100,Kangra
2,HIMACHAL PRADESH,18,KANGRA,101,Nagrota Bagwan
2,HIMACHAL PRADESH,18,KANGRA,102,Baroh
2,HIMACHAL PRADESH,15,BILASPUR,153,Bharari
2,HIMACHAL PRADESH,15,BILASPUR,154,Jhanduta
2,HIMACHAL PRADESH,15,BILASPUR,155,Naina Devi
2,HIMACHAL PRADESH,15,BILASPUR,156,Bilaspur Sadar
2,HIMACHAL PRADESH,15,BILASPUR,157,Namhol
2,HIMACHAL PRADESH,15,BILASPUR,6938,Kalol
1,JAMMU AND KASHMIR,14,UDHAMPUR,75,Majalta
1,JAMMU AND KASHMIR,14,UDHAMPUR,6734,Moungri
1,JAMMU AND KASHMIR,14,UDHAMPUR,6735,Panchari
1,JAMMU AND KASHMIR,14,UDHAMPUR,6736,Basantgarh
1,JAMMU AND KASHMIR,14,UDHAMPUR,6737,Latti
1,JAMMU AND KASHMIR,620,KISHTWAR,68,Kishtwar
1,JAMMU AND KASHMIR,620,KISHTWAR,69,Marwah
1,JAMMU AND KASHMIR,620,KISHTWAR,70,Chhatroo
1,JAMMU AND KASHMIR,620,KISHTWAR,71,Atholi (Paddar)
1,JAMMU AND KASHMIR,620,KISHTWAR,6764,Mughalmaidan
1,JAMMU AND KASHMIR,620,KISHTWAR,6765,Dachhan
1,JAMMU AND KASHMIR,620,KISHTWAR,6766,Warwan
1,JAMMU AND KASHMIR,620,KISHTWAR,6767,Machail
1,JAMMU AND KASHMIR,620,KISHTWAR,6768,Nagseni
1,JAMMU AND KASHMIR,620,KISHTWAR,6769,Drabshalla
1,JAMMU AND KASHMIR,620,KISHTWAR,6770,Bounjwah
1,JAMMU AND KASHMIR,621,RAMBAN,66,Banihal
1,JAMMU AND KASHMIR,621,RAMBAN,67,Ramban
1,JAMMU AND KASHMIR,621,RAMBAN,6759,Khari
1,JAMMU AND KASHMIR,621,RAMBAN,6760,Pogal Paristan
1,JAMMU AND KASHMIR,621,RAMBAN,6761,Batote
1,JAMMU AND KASHMIR,621,RAMBAN,6762,Rajgarh
1,JAMMU AND KASHMIR,621,RAMBAN,6763,Gool
1,JAMMU AND KASHMIR,621,RAMBAN,7201,Ramsoo
1,JAMMU AND KASHMIR,622,KULGAM,59,Kulgam
1,JAMMU AND KASHMIR,622,KULGAM,60,Devsar
1,JAMMU AND KASHMIR,622,KULGAM,61,D H Pora
1,JAMMU AND KASHMIR,622,KULGAM,6193,Qaimoh
1,JAMMU AND KASHMIR,622,KULGAM,6194,Pahloo
1,JAMMU AND KASHMIR,622,KULGAM,6780,Frisal
1,JAMMU AND KASHMIR,622,KULGAM,6781,Yaripora
1,JAMMU AND KASHMIR,623,BANDIPORA,40,Gurez
1,JAMMU AND KASHMIR,623,BANDIPORA,41,Bandipora
1,JAMMU AND KASHMIR,623,BANDIPORA,42,Sonawari
1,JAMMU AND KASHMIR,623,BANDIPORA,6809,Aloosa
1,JAMMU AND KASHMIR,623,BANDIPORA,6810,Ajas
1,JAMMU AND KASHMIR,623,BANDIPORA,6811,Hajin
1,JAMMU AND KASHMIR,623,BANDIPORA,6812,Tulail
1,JAMMU AND KASHMIR,624,SAMBA,82,Samba
2,HIMACHAL PRADESH,17,HAMIRPUR,6884,Kangoo
2,HIMACHAL PRADESH,17,HAMIRPUR,6885,Bhota
2,HIMACHAL PRADESH,17,HAMIRPUR,7285,Lambloo
2,HIMACHAL PRADESH,18,KANGRA,93,Nurpur
2,HIMACHAL PRADESH,18,KANGRA,94,Indora
2,HIMACHAL PRADESH,18,KANGRA,95,Fatehpur
2,HIMACHAL PRADESH,16,CHAMBA,91,Holi
2,HIMACHAL PRADESH,16,CHAMBA,92,Bharmour
2,HIMACHAL PRADESH,16,CHAMBA,6942,Pukhri
2,HIMACHAL PRADESH,16,CHAMBA,6943,Kakira
2,HIMACHAL PRADESH,16,CHAMBA,6944,Dharwala
2,HIMACHAL PRADESH,16,CHAMBA,7286,Telka
2,HIMACHAL PRADESH,17,HAMIRPUR,140,Tira Sujanpur
2,HIMACHAL PRADESH,22,MANDI,133,Mandi
2,HIMACHAL PRADESH,22,MANDI,134,Aut
2,HIMACHAL PRADESH,22,MANDI,135,Bali Chowki
2,HIMACHAL PRADESH,22,MANDI,136,Thunag
2,HIMACHAL PRADESH,22,MANDI,137,Chachyot
2,HIMACHAL PRADESH,22,MANDI,138,Nihri
2,HIMACHAL PRADESH,22,MANDI,139,Karsog
2,HIMACHAL PRADESH,18,KANGRA,111,Palampur
2,HIMACHAL PRADESH,18,KANGRA,112,Baijnath
2,HIMACHAL PRADESH,18,KANGRA,113,Multhan
2,HIMACHAL PRADESH,18,KANGRA,6895,Nagrota Surian
2,HIMACHAL PRADESH,18,KANGRA,6896,Kotla
2,HIMACHAL PRADESH,18,KANGRA,6897,Chadiyar
2,HIMACHAL PRADESH,18,KANGRA,6899,Panchrukhi
2,HIMACHAL PRADESH,18,KANGRA,6900,Alampur
2,HIMACHAL PRADESH,18,KANGRA,6901,Dareeni
2,HIMACHAL PRADESH,18,KANGRA,6902,Lagru
2,HIMACHAL PRADESH,18,KANGRA,6905,Pragpur
2,HIMACHAL PRADESH,18,KANGRA,6918,Dadasiba
2,HIMACHAL PRADESH,18,KANGRA,6919,Majheen
2,HIMACHAL PRADESH,18,KANGRA,6920,Haripur
2,HIMACHAL PRADESH,18,KANGRA,6921,Gangath
2,HIMACHAL PRADESH,20,KULLU,118,Kullu
2,HIMACHAL PRADESH,20,KULLU,119,Sainj
2,HIMACHAL PRADESH,20,KULLU,120,Banjar
2,HIMACHAL PRADESH,20,KULLU,121,Ani
2,HIMACHAL PRADESH,20,KULLU,122,Nirmand
2,HIMACHAL PRADESH,20,KULLU,6886,Nither
2,HIMACHAL PRADESH,20,KULLU,6887,Bhuntar
2,HIMACHAL PRADESH,20,KULLU,7283,Jari
2,HIMACHAL PRADESH,21,LAHUL AND SPITI,114,Udaipur
2,HIMACHAL PRADESH,21,LAHUL AND SPITI,115,Lahul
2,HIMACHAL PRADESH,21,LAHUL AND SPITI,116,Spiti
2,HIMACHAL PRADESH,22,MANDI,123,Padhar
2,HIMACHAL PRADESH,22,MANDI,7174,Bagshad
2,HIMACHAL PRADESH,23,SHIMLA,185,Chaupal
2,HIMACHAL PRADESH,23,SHIMLA,187,Nerwa
2,HIMACHAL PRADESH,22,MANDI,7175,Dhalwan
2,HIMACHAL PRADESH,22,MANDI,7184,Thachi
2,HIMACHAL PRADESH,23,SHIMLA,177,Rampur
2,HIMACHAL PRADESH,23,SHIMLA,188,Jubbal
2,HIMACHAL PRADESH,23,SHIMLA,189,Kotkhai
2,HIMACHAL PRADESH,23,SHIMLA,178,Nankhari
2,HIMACHAL PRADESH,23,SHIMLA,179,Kumarsain
2,HIMACHAL PRADESH,23,SHIMLA,190,Tikar
2,HIMACHAL PRADESH,23,SHIMLA,191,Rohru
2,HIMACHAL PRADESH,23,SHIMLA,180,Sunni
2,HIMACHAL PRADESH,23,SHIMLA,192,Chirgaon
2,HIMACHAL PRADESH,23,SHIMLA,181,Shimla ( Rural )
2,HIMACHAL PRADESH,23,SHIMLA,193,Dodra Kwar
2,HIMACHAL PRADESH,23,SHIMLA,6956,Kotgarh
2,HIMACHAL PRADESH,23,SHIMLA,6957,Jangla
2,HIMACHAL PRADESH,23,SHIMLA,6958,Deha
2,HIMACHAL PRADESH,18,KANGRA,103,Dera Gopipur
2,HIMACHAL PRADESH,18,KANGRA,104,Jawalamukhi
2,HIMACHAL PRADESH,18,KANGRA,105,Jaswan
2,HIMACHAL PRADESH,18,KANGRA,106,Rakkar
2,HIMACHAL PRADESH,18,KANGRA,107,Khundian
2,HIMACHAL PRADESH,18,KANGRA,108,Thural
2,HIMACHAL PRADESH,18,KANGRA,109,Dhira
2,HIMACHAL PRADESH,18,KANGRA,110,Jaisinghpur
2,HIMACHAL PRADESH,24,SIRMAUR,171,Dadahu
2,HIMACHAL PRADESH,24,SIRMAUR,172,Nahan
2,HIMACHAL PRADESH,24,SIRMAUR,173,Paonta Sahib
2,HIMACHAL PRADESH,24,SIRMAUR,174,Kamrau
2,HIMACHAL PRADESH,24,SIRMAUR,175,Shalai
2,HIMACHAL PRADESH,24,SIRMAUR,176,Ronhat
2,HIMACHAL PRADESH,24,SIRMAUR,6953,Haripurdhar
2,HIMACHAL PRADESH,24,SIRMAUR,6954,Narag
2,HIMACHAL PRADESH,24,SIRMAUR,6955,Pajhota
2,HIMACHAL PRADESH,24,SIRMAUR,7121,Majra
2,HIMACHAL PRADESH,25,SOLAN,158,Arki
2,HIMACHAL PRADESH,25,SOLAN,159,Darlaghat
2,HIMACHAL PRADESH,18,KANGRA,6939,Bhawarna
2,HIMACHAL PRADESH,18,KANGRA,7048,Sulah
2,HIMACHAL PRADESH,19,KINNAUR,194,Hangrang
2,HIMACHAL PRADESH,19,KINNAUR,195,Poo
2,HIMACHAL PRADESH,19,KINNAUR,196,Morang
2,HIMACHAL PRADESH,19,KINNAUR,197,Kalpa
2,HIMACHAL PRADESH,19,KINNAUR,198,Nichar
2,HIMACHAL PRADESH,19,KINNAUR,199,Sangla
2,HIMACHAL PRADESH,19,KINNAUR,6941,Tapri
2,HIMACHAL PRADESH,20,KULLU,117,Manali
2,HIMACHAL PRADESH,22,MANDI,186,Bagachnogi
2,HIMACHAL PRADESH,22,MANDI,6945,Katoula
2,HIMACHAL PRADESH,22,MANDI,6946,Tihra
2,HIMACHAL PRADESH,22,MANDI,6947,Balh
2,HIMACHAL PRADESH,22,MANDI,6948,Tikken
2,HIMACHAL PRADESH,22,MANDI,6949,Dehar
2,HIMACHAL PRADESH,22,MANDI,6950,Chhatri
2,HIMACHAL PRADESH,22,MANDI,6951,Pangna
2,HIMACHAL PRADESH,22,MANDI,6952,Rewalsar
2,HIMACHAL PRADESH,22,MANDI,6969,Makridi
2,HIMACHAL PRADESH,22,MANDI,6970,Mandap
2,HIMACHAL PRADESH,22,MANDI,124,Jogindarnagar
2,HIMACHAL PRADESH,22,MANDI,125,Lad Bharol
2,HIMACHAL PRADESH,22,MANDI,126,Sandhol
2,HIMACHAL PRADESH,22,MANDI,127,Dharmpur
2,HIMACHAL PRADESH,22,MANDI,128,Kotli
2,HIMACHAL PRADESH,22,MANDI,129,Sarkaghat
2,HIMACHAL PRADESH,22,MANDI,130,Bhadrota
2,HIMACHAL PRADESH,22,MANDI,131,Baldwara
2,HIMACHAL PRADESH,22,MANDI,132,Sundarnagar
2,HIMACHAL PRADESH,25,SOLAN,164,Kasauli
2,HIMACHAL PRADESH,25,SOLAN,165,Solan
2,HIMACHAL PRADESH,25,SOLAN,166,Kandaghat
2,HIMACHAL PRADESH,25,SOLAN,6940,Panjehra
2,HIMACHAL PRADESH,25,SOLAN,6967,Mamlig
2,HIMACHAL PRADESH,23,SHIMLA,182,Shimla (urban)
2,HIMACHAL PRADESH,23,SHIMLA,183,Junga
2,HIMACHAL PRADESH,23,SHIMLA,184,Theog
2,HIMACHAL PRADESH,23,SHIMLA,6959,Sarahan
2,HIMACHAL PRADESH,23,SHIMLA,6960,Sarawati Nagar
2,HIMACHAL PRADESH,23,SHIMLA,6961,Jalog
2,HIMACHAL PRADESH,23,SHIMLA,6962,Kupvi
2,HIMACHAL PRADESH,23,SHIMLA,6963,Taklech
2,HIMACHAL PRADESH,23,SHIMLA,6964,Dhami
2,HIMACHAL PRADESH,23,SHIMLA,7284,Kalbog
2,HIMACHAL PRADESH,24,SIRMAUR,167,Rajgarh
2,HIMACHAL PRADESH,24,SIRMAUR,168,Nohra
2,HIMACHAL PRADESH,24,SIRMAUR,169,Pachhad
2,HIMACHAL PRADESH,24,SIRMAUR,170,Renuka
2,HIMACHAL PRADESH,26,UNA,6892,Birhu Kalan
2,HIMACHAL PRADESH,26,UNA,6893,Gagret
2,HIMACHAL PRADESH,26,UNA,6894,Mehatpur
3,PUNJAB,27,AMRITSAR,255,Ajnala
3,PUNJAB,27,AMRITSAR,256,Amritsar -I
3,PUNJAB,27,AMRITSAR,257,Amritsar- II
3,PUNJAB,27,AMRITSAR,258,Baba Bakala
3,PUNJAB,27,AMRITSAR,6854,Majitha
3,PUNJAB,27,AMRITSAR,7185,Beas
3,PUNJAB,28,BATHINDA,244,Rampura Phul
3,PUNJAB,28,BATHINDA,245,Bathinda
2,HIMACHAL PRADESH,25,SOLAN,160,Ramshahr
2,HIMACHAL PRADESH,25,SOLAN,161,Nalagarh
2,HIMACHAL PRADESH,25,SOLAN,162,Baddi
2,HIMACHAL PRADESH,25,SOLAN,163,Krishangarh
3,PUNJAB,33,HOSHIARPUR,215,Mukerian
3,PUNJAB,33,HOSHIARPUR,216,Hoshiarpur
3,PUNJAB,33,HOSHIARPUR,217,Garhshankar
3,PUNJAB,33,HOSHIARPUR,7193,Tanda
3,PUNJAB,31,FEROZEPUR,234,Zira
3,PUNJAB,31,FEROZEPUR,235,Firozpur
3,PUNJAB,31,FEROZEPUR,6011,GURUHARSAHAI
3,PUNJAB,31,FEROZEPUR,6965,Mamdot
3,PUNJAB,32,GURDASPUR,202,Gurdaspur
3,PUNJAB,32,GURDASPUR,203,Batala
3,PUNJAB,34,JALANDHAR,7192,Adampur
3,PUNJAB,35,KAPURTHALA,205,Bhulath
3,PUNJAB,35,KAPURTHALA,206,Kapurthala
3,PUNJAB,35,KAPURTHALA,207,Sultanpur Lodhi
3,PUNJAB,35,KAPURTHALA,208,Phagwara
3,PUNJAB,36,LUDHIANA,224,Samrala
3,PUNJAB,36,LUDHIANA,225,Khanna
3,PUNJAB,38,MOGA,232,Bagha Purana
3,PUNJAB,38,MOGA,233,Moga
3,PUNJAB,38,MOGA,5996,DHARAMKOT
3,PUNJAB,39,SRI MUKTSAR SAHIB,239,Malout
3,PUNJAB,39,SRI MUKTSAR SAHIB,240,Gidderbaha
3,PUNJAB,39,SRI MUKTSAR SAHIB,241,Muktsar
3,PUNJAB,40,Shahid Bhagat Singh Nagar,218,Nawanshahr
3,PUNJAB,40,Shahid Bhagat Singh Nagar,219,Balachaur
3,PUNJAB,40,Shahid Bhagat Singh Nagar,5993,BANGA
3,PUNJAB,41,PATIALA,250,Samana
3,PUNJAB,42,RUPNAGAR,262,Anandpur Sahib
3,PUNJAB,42,RUPNAGAR,263,Nangal
3,PUNJAB,42,RUPNAGAR,264,Rup Nagar
3,PUNJAB,42,RUPNAGAR,265,Chamkaur Sahib
3,PUNJAB,42,RUPNAGAR,6857,MORINDA
3,PUNJAB,43,SANGRUR,270,Dhuri
3,PUNJAB,43,SANGRUR,271,Sangrur
3,PUNJAB,43,SANGRUR,272,Sunam
3,PUNJAB,43,SANGRUR,273,Lehra
3,PUNJAB,43,SANGRUR,274,Moonak
3,PUNJAB,43,SANGRUR,6852,DIRBA
3,PUNJAB,43,SANGRUR,6855,BHAWANIGARH
3,PUNJAB,605,BARNALA,275,Barnala
3,PUNJAB,651,FAZILKA,236,Jalalabad
3,PUNJAB,651,FAZILKA,237,Fazilka
3,PUNJAB,651,FAZILKA,238,Abohar
3,PUNJAB,662,PATHANKOT,200,Dhar Kalan
3,PUNJAB,662,PATHANKOT,201,Pathankot
3,PUNJAB,737,MALERKOTLA,269,Malerkotla
3,PUNJAB,737,MALERKOTLA,6856,AHMEDGARH
